Title,Standard Title,Creator,Publisher,LCCN,Description,Date,Date-Numeric,Location,Frequency,Volume Number,Issue Number,Subject-Topic,Subject-Name,Subject-Images,Subject-Local,Type,Format,Language,Dimensions,Digital Collection,Digital Exhibit,Related Resource,Contributing Institution,Collection in Repository,Item/Call Number,Internet Archive ID,Usage Statement,Contact Information,Digitization Notes,Date Range,Edition Order,Edition Label,Page Sequence Number,Page Physical Description,Path,Record Notes,Frame ID,Issue ID,Reproduction Agency,Reproduction Agency Code,Reproduction Note,Physical Location,Physical Location Code,Batch Name,Reel Number,Loose/Bound,Reel Sequence Number,Digital Filename,TIFF Width,TIFF Height
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,1,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_01,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0028,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,2,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_02,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0029,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,3,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_03,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0030,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,4,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_04,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0031,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,5,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_05,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0032,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,6,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_06,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0033,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,7,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_07,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0034,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,8,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_08,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0035,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,9,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_09,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0036,,
"The Wayne Communiqué [Goldsboro, N.C., May 05, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 05, 1969",1969-05-05,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,4,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,10,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-05_1_10,WayneCC_1969-05-05_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0037,,
"The Wayne Communiqué [Goldsboro, N.C., May 27, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 27, 1969",1969-05-27,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,5,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,1,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-27_1_01,WayneCC_1969-05-27_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0038,,
"The Wayne Communiqué [Goldsboro, N.C., May 27, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 27, 1969",1969-05-27,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,5,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,2,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-27_1_02,WayneCC_1969-05-27_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0039,,
"The Wayne Communiqué [Goldsboro, N.C., May 27, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 27, 1969",1969-05-27,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,5,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,3,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-27_1_03,WayneCC_1969-05-27_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0040,,
"The Wayne Communiqué [Goldsboro, N.C., May 27, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 27, 1969",1969-05-27,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,5,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,4,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-27_1_04,WayneCC_1969-05-27_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0041,,
"The Wayne Communiqué [Goldsboro, N.C., May 27, 1969]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"May 27, 1969",1969-05-27,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),1,5,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,5,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1969-05-27_1_05,WayneCC_1969-05-27_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0042,,
